"","Gemeinde","Zulassungsjahr","Postleitzahl","Laengengrad","Breitengrad","Anzahl_betroffen_Jahr"
"24982","SCHWANEWEDE","2013","28790",8.594113,53.225336,26
"24983","SCHWANEWEDE","2014","28790",8.594113,53.225336,9
"24984","SCHWANEWEDE","2015","28790",8.594113,53.225336,22
"24985","SCHWANEWEDE","2016","28790",8.594113,53.225336,23
"24986","SCHWANFELD","2009","97523",10.137673,49.921585,1
"24987","SCHWANFELD","2010","97523",10.137673,49.921585,2
"24988","SCHWANFELD","2013","97523",10.137673,49.921585,1
"24989","SCHWANFELD","2014","97523",10.137673,49.921585,2
"24990","SCHWANFELD","2015","97523",10.137673,49.921585,2
"24991","SCHWANFELD","2016","97523",10.137673,49.921585,2
"24992","SCHWANGAU","2010","87645",10.736935,47.576893,2
"24993","SCHWANGAU","2011","87645",10.736935,47.576893,2
"24994","SCHWANGAU","2012","87645",10.736935,47.576893,4
"24995","SCHWANGAU","2013","87645",10.736935,47.576893,1
"24996","SCHWANGAU","2014","87645",10.736935,47.576893,2
"24997","SCHWANGAU","2015","87645",10.736935,47.576893,4
"24998","SCHWANGAU","2016","87645",10.736935,47.576893,3
"24999","SCHWANHEIDE","2009","19258",10.683178,53.431347,1
"25000","SCHWARME","2009","27327",9.018694,52.899657,2
"25001","SCHWARME","2011","27327",9.018694,52.899657,4
"25002","SCHWARME","2012","27327",9.018694,52.899657,1
"25003","SCHWARME","2014","27327",9.018694,52.899657,1
"25004","SCHWARME","2015","27327",9.018694,52.899657,1
"25005","SCHWARMSTEDT","2009","29690",9.617614,52.676252,6
"25006","SCHWARMSTEDT","2010","29690",9.617614,52.676252,9
"25007","SCHWARMSTEDT","2011","29690",9.617614,52.676252,7
"25008","SCHWARMSTEDT","2012","29690",9.617614,52.676252,6
"25009","SCHWARMSTEDT","2013","29690",9.617614,52.676252,4
"25010","SCHWARMSTEDT","2014","29690",9.617614,52.676252,4
"25011","SCHWARMSTEDT","2015","29690",9.617614,52.676252,6
"25012","SCHWARMSTEDT","2016","29690",9.617614,52.676252,3
"25013","SCHWARZA","2009","98547",10.531949,50.619517,2
"25014","SCHWARZA","2010","98547",10.531949,50.619517,1
"25015","SCHWARZA","2012","98547",10.531949,50.619517,1
"25016","SCHWARZA","2013","98547",10.531949,50.619517,1
"25017","SCHWARZA","2014","98547",10.531949,50.619517,2
"25018","SCHWARZA","2015","98547",10.531949,50.619517,2
"25019","SCHWARZA","2016","98547",10.531949,50.619517,3
"25020","SCHWARZACH","2009","74869",8.983173,49.373813,1
"25021","SCHWARZACH","2010","74869",8.983173,49.373813,1
"25022","SCHWARZACH","2011","74869",8.983173,49.373813,2
"25023","SCHWARZACH","2013","74869",8.983173,49.373813,2
"25024","SCHWARZACH","2014","74869",8.983173,49.373813,2
"25025","SCHWARZACH","2016","74869",8.983173,49.373813,3
"25026","SCHWARZACH B.NABBURG","2010","92548",12.227585,49.410332,4
"25027","SCHWARZACH B.NABBURG","2011","92548",12.227585,49.410332,1
"25028","SCHWARZACH B.NABBURG","2012","92548",12.227585,49.410332,1
"25029","SCHWARZACH B.NABBURG","2014","92548",12.227585,49.410332,1
"25030","SCHWARZACH B.NABBURG","2016","92548",12.227585,49.410332,1
"25031","SCHWARZENBACH","2009","92720",11.994221,49.724663,1
"25032","SCHWARZENBACH","2010","92720",11.994221,49.724663,2
"25033","SCHWARZENBACH","2012","92720",11.994221,49.724663,1
"25034","SCHWARZENBACH","2014","92720",11.994221,49.724663,1
"25035","SCHWARZENBACH","2015","92720",11.994221,49.724663,2
"25036","SCHWARZENBACH","2016","92720",11.994221,49.724663,1
"25037","SCHWARZENBERG/ERZGEB.","2009","08340",12.784811,50.537823,22
"25038","SCHWARZENBERG/ERZGEB.","2010","08340",12.784811,50.537823,20
"25039","SCHWARZENBERG/ERZGEB.","2011","08340",12.784811,50.537823,10
"25040","SCHWARZENBERG/ERZGEB.","2012","08340",12.784811,50.537823,18
"25041","SCHWARZENBERG/ERZGEB.","2013","08340",12.784811,50.537823,18
"25042","SCHWARZENBERG/ERZGEB.","2014","08340",12.784811,50.537823,11
"25043","SCHWARZENBERG/ERZGEB.","2015","08340",12.784811,50.537823,20
"25044","SCHWARZENBERG/ERZGEB.","2016","08340",12.784811,50.537823,10
"25045","SCHWARZENBRUCK","2009","90592",11.240717,49.355442,7
"25046","SCHWARZENBRUCK","2010","90592",11.240717,49.355442,7
"25047","SCHWARZENBRUCK","2011","90592",11.240717,49.355442,6
"25048","SCHWARZENBRUCK","2012","90592",11.240717,49.355442,4
"25049","SCHWARZENBRUCK","2013","90592",11.240717,49.355442,2
"25050","SCHWARZENBRUCK","2014","90592",11.240717,49.355442,6
"25051","SCHWARZENBRUCK","2015","90592",11.240717,49.355442,7
"25052","SCHWARZENBRUCK","2016","90592",11.240717,49.355442,2
"25053","SCHWARZHEIDE","2009","01987",13.854253,51.478084,9
"25054","SCHWARZHEIDE","2010","01987",13.854253,51.478084,6
"25055","SCHWARZHEIDE","2011","01987",13.854253,51.478084,7
"25056","SCHWARZHEIDE","2012","01987",13.854253,51.478084,8
"25057","SCHWARZHEIDE","2013","01987",13.854253,51.478084,6
"25058","SCHWARZHEIDE","2014","01987",13.854253,51.478084,7
"25059","SCHWARZHEIDE","2015","01987",13.854253,51.478084,5
"25060","SCHWARZHEIDE","2016","01987",13.854253,51.478084,6
"25061","SCHWEBHEIM","2009","97525",10.248666,49.990136,7
"25062","SCHWEBHEIM","2010","97525",10.248666,49.990136,2
"25063","SCHWEBHEIM","2011","97525",10.248666,49.990136,2
"25064","SCHWEBHEIM","2012","97525",10.248666,49.990136,3
"25065","SCHWEBHEIM","2013","97525",10.248666,49.990136,2
"25066","SCHWEBHEIM","2014","97525",10.248666,49.990136,2
"25067","SCHWEBHEIM","2015","97525",10.248666,49.990136,4
"25068","SCHWEBHEIM","2016","97525",10.248666,49.990136,9
"25069","SCHWEDELBACH","2011","67685",7.593578,49.495823,4
"25070","SCHWEDELBACH","2012","67685",7.593578,49.495823,3
"25071","SCHWEDELBACH","2014","67685",7.593578,49.495823,1
"25072","SCHWEDELBACH","2016","67685",7.593578,49.495823,1
"25073","SCHWEDT/ODER","2009","16303",14.287861,53.055494,19
"25074","SCHWEDT/ODER","2010","16303",14.287861,53.055494,21
"25075","SCHWEDT/ODER","2011","16303",14.287861,53.055494,30
"25076","SCHWEDT/ODER","2012","16303",14.287861,53.055494,36
"25077","SCHWEDT/ODER","2013","16303",14.287861,53.055494,33
"25078","SCHWEDT/ODER","2014","16303",14.287861,53.055494,22
"25079","SCHWEDT/ODER","2015","16303",14.287861,53.055494,20
"25080","SCHWEDT/ODER","2016","16303",14.287861,53.055494,27
"25081","SCHWEGENHEIM","2010","67365",8.329323,49.269476,2
"25082","SCHWEGENHEIM","2011","67365",8.329323,49.269476,1
"25083","SCHWEGENHEIM","2012","67365",8.329323,49.269476,1
"25084","SCHWEGENHEIM","2013","67365",8.329323,49.269476,3
"25085","SCHWEGENHEIM","2014","67365",8.329323,49.269476,5
"25086","SCHWEGENHEIM","2015","67365",8.329323,49.269476,3
"25087","SCHWEGENHEIM","2016","67365",8.329323,49.269476,2
"25088","SCHWEICH","2009","54338",6.752517,49.822073,9
"25089","SCHWEICH","2010","54338",6.752517,49.822073,5
"25090","SCHWEICH","2011","54338",6.752517,49.822073,2
"25091","SCHWEICH","2012","54338",6.752517,49.822073,11
"25092","SCHWEICH","2013","54338",6.752517,49.822073,12
"25093","SCHWEICH","2014","54338",6.752517,49.822073,5
"25094","SCHWEICH","2015","54338",6.752517,49.822073,9
"25095","SCHWEICH","2016","54338",6.752517,49.822073,8
"25096","SCHWEIGEN RECHTENBACH","2009","76889",7.961961,49.055708,1
"25097","SCHWEIGEN RECHTENBACH","2010","76889",7.961961,49.055708,1
"25098","SCHWEIGEN RECHTENBACH","2012","76889",7.961961,49.055708,1
"25099","SCHWEIGEN RECHTENBACH","2014","76889",7.961961,49.055708,1
"25100","SCHWEIGEN RECHTENBACH","2016","76889",7.961961,49.055708,1
"25101","SCHWEINFURT","2009","97421",10.233723,50.046685,22
"25102","SCHWEINFURT","2010","97421",10.233723,50.046685,38
"25103","SCHWEINFURT","2011","97421",10.233723,50.046685,31
"25104","SCHWEINFURT","2012","97421",10.233723,50.046685,53
"25105","SCHWEINFURT","2013","97421",10.233723,50.046685,39
"25106","SCHWEINFURT","2014","97421",10.233723,50.046685,38
"25107","SCHWEINFURT","2015","97421",10.233723,50.046685,39
"25108","SCHWEINFURT","2016","97421",10.233723,50.046685,41
"25109","SCHWEITENKIRCHEN","2009","85301",11.606207,48.505306,2
"25110","SCHWEITENKIRCHEN","2010","85301",11.606207,48.505306,5
"25111","SCHWEITENKIRCHEN","2011","85301",11.606207,48.505306,9
"25112","SCHWEITENKIRCHEN","2012","85301",11.606207,48.505306,6
"25113","SCHWEITENKIRCHEN","2013","85301",11.606207,48.505306,4
"25114","SCHWEITENKIRCHEN","2014","85301",11.606207,48.505306,6
"25115","SCHWEITENKIRCHEN","2015","85301",11.606207,48.505306,11
"25116","SCHWEITENKIRCHEN","2016","85301",11.606207,48.505306,7
"25117","SCHWENDI","2009","88477",9.975708,48.175367,7
"25118","SCHWENDI","2010","88477",9.975708,48.175367,5
"25119","SCHWENDI","2011","88477",9.975708,48.175367,6
"25120","SCHWENDI","2012","88477",9.975708,48.175367,8
"25121","SCHWENDI","2013","88477",9.975708,48.175367,10
"25122","SCHWENDI","2014","88477",9.975708,48.175367,5
"25123","SCHWENDI","2015","88477",9.975708,48.175367,6
"25124","SCHWENDI","2016","88477",9.975708,48.175367,5
"25125","SCHWENNINGEN","2010","72477",8.997429,48.10473,1
"25126","SCHWENNINGEN","2012","72477",8.997429,48.10473,4
"25127","SCHWENNINGEN","2013","72477",8.997429,48.10473,1
"25128","SCHWENNINGEN","2014","72477",8.997429,48.10473,1
"25129","SCHWENNINGEN","2015","72477",8.997429,48.10473,2
"25130","SCHWENNINGEN","2016","72477",8.997429,48.10473,2
"25131","SCHWENNINGEN1","2009","89443",10.65185,48.655503,1
"25132","SCHWENNINGEN1","2011","89443",10.65185,48.655503,3
"25133","SCHWENNINGEN1","2013","89443",10.65185,48.655503,1
"25134","SCHWENNINGEN1","2014","89443",10.65185,48.655503,2
"25135","SCHWENNINGEN1","2015","89443",10.65185,48.655503,2
"25136","SCHWEPNITZ","2009","01936",13.956211,51.330628,2
"25137","SCHWEPNITZ","2010","01936",13.956211,51.330628,1
"25138","SCHWEPNITZ","2011","01936",13.956211,51.330628,3
"25139","SCHWEPNITZ","2014","01936",13.956211,51.330628,1
"25140","SCHWEPNITZ","2015","01936",13.956211,51.330628,1
"25141","SCHWEPNITZ","2016","01936",13.956211,51.330628,1
"25142","SCHWEPPENHAUSEN","2009","55444",7.80045,49.925801,1
"25143","SCHWEPPENHAUSEN","2011","55444",7.80045,49.925801,1
"25144","SCHWEPPENHAUSEN","2013","55444",7.80045,49.925801,1
"25145","SCHWEPPENHAUSEN","2016","55444",7.80045,49.925801,1
"25146","SCHWERINGEN","2014","27324",9.181245,52.747532,1
"25147","SCHWIELOWSEE","2009","14548",12.929695,52.311064,11
"25148","SCHWIELOWSEE","2010","14548",12.929695,52.311064,5
"25149","SCHWIELOWSEE","2011","14548",12.929695,52.311064,9
"25150","SCHWIELOWSEE","2012","14548",12.929695,52.311064,6
"25151","SCHWIELOWSEE","2013","14548",12.929695,52.311064,9
"25152","SCHWIELOWSEE","2014","14548",12.929695,52.311064,4
"25153","SCHWIELOWSEE","2015","14548",12.929695,52.311064,10
"25154","SCHWIELOWSEE","2016","14548",12.929695,52.311064,6
"25155","SCHWIENAU","2011","29593",10.445514,53.005291,1
"25156","SCHWIFTING","2009","86940",10.928301,48.047477,1
"25157","SCHWIFTING","2013","86940",10.928301,48.047477,1
"25158","SCHWIFTING","2015","86940",10.928301,48.047477,1
"25159","SCHWIFTING","2016","86940",10.928301,48.047477,1
"25160","SCHWINDEGG","2010","84419",12.257304,48.272224,2
"25161","SCHWINDEGG","2011","84419",12.257304,48.272224,1
"25162","SCHWINDEGG","2012","84419",12.257304,48.272224,2
"25163","SCHWINDEGG","2013","84419",12.257304,48.272224,4
"25164","SCHWINDEGG","2014","84419",12.257304,48.272224,2
"25165","SCHWINDEGG","2015","84419",12.257304,48.272224,5
"25166","SCHWINDEGG","2016","84419",12.257304,48.272224,2
"25167","SCHWOERSTADT","2009","79739",7.881039,47.594036,1
"25168","SCHWOERSTADT","2010","79739",7.881039,47.594036,3
"25169","SCHWOERSTADT","2011","79739",7.881039,47.594036,1
"25170","SCHWOERSTADT","2012","79739",7.881039,47.594036,1
"25171","SCHWOERSTADT","2013","79739",7.881039,47.594036,3
"25172","SCHWOERSTADT","2014","79739",7.881039,47.594036,4
"25173","SCHWOERSTADT","2015","79739",7.881039,47.594036,1
"25174","SCHWUELPER","2009","38179",10.432776,52.353364,10
"25175","SCHWUELPER","2010","38179",10.432776,52.353364,11
"25176","SCHWUELPER","2011","38179",10.432776,52.353364,10
"25177","SCHWUELPER","2012","38179",10.432776,52.353364,8
"25178","SCHWUELPER","2013","38179",10.432776,52.353364,3
"25179","SCHWUELPER","2014","38179",10.432776,52.353364,10
"25180","SCHWUELPER","2015","38179",10.432776,52.353364,6
"25181","SCHWUELPER","2016","38179",10.432776,52.353364,6
"25182","SEBNITZ","2009","01855",14.269264,50.972858,8
"25183","SEBNITZ","2010","01855",14.269264,50.972858,4
"25184","SEBNITZ","2011","01855",14.269264,50.972858,3
"25185","SEBNITZ","2012","01855",14.269264,50.972858,9
"25186","SEBNITZ","2013","01855",14.269264,50.972858,13
"25187","SEBNITZ","2014","01855",14.269264,50.972858,6
"25188","SEBNITZ","2015","01855",14.269264,50.972858,8
"25189","SEBNITZ","2016","01855",14.269264,50.972858,13
"25190","SECK","2009","56479",8.048049,50.576819,1
"25191","SECK","2010","56479",8.048049,50.576819,1
"25192","SECK","2011","56479",8.048049,50.576819,2
"25193","SECK","2012","56479",8.048049,50.576819,2
"25194","SECK","2014","56479",8.048049,50.576819,2
"25195","SECK","2015","56479",8.048049,50.576819,1
"25196","SECKACH","2009","74743",9.335898,49.442654,4
"25197","SECKACH","2010","74743",9.335898,49.442654,3
"25198","SECKACH","2011","74743",9.335898,49.442654,2
"25199","SECKACH","2012","74743",9.335898,49.442654,2
"25200","SECKACH","2013","74743",9.335898,49.442654,9
"25201","SECKACH","2014","74743",9.335898,49.442654,4
"25202","SECKACH","2015","74743",9.335898,49.442654,2
"25203","SECKACH","2016","74743",9.335898,49.442654,2
"25204","SEDDINER SEE","2009","14554",12.990947,52.28794,1
"25205","SEDDINER SEE","2010","14554",12.990947,52.28794,4
"25206","SEDDINER SEE","2011","14554",12.990947,52.28794,3
"25207","SEDDINER SEE","2012","14554",12.990947,52.28794,4
"25208","SEDDINER SEE","2013","14554",12.990947,52.28794,1
"25209","SEDDINER SEE","2014","14554",12.990947,52.28794,3
"25210","SEDDINER SEE","2015","14554",12.990947,52.28794,5
"25211","SEDDINER SEE","2016","14554",12.990947,52.28794,5
"25212","SEEBACH","2009","77889",8.169128,48.57575,1
"25213","SEEBACH","2010","77889",8.169128,48.57575,1
"25214","SEEBACH","2011","77889",8.169128,48.57575,2
"25215","SEEBACH","2012","77889",8.169128,48.57575,3
"25216","SEEBACH","2013","77889",8.169128,48.57575,3
"25217","SEEBACH","2014","77889",8.169128,48.57575,2
"25218","SEEBACH1","2009","99846",10.420253,50.915334,1
"25219","SEEBACH1","2010","99846",10.420253,50.915334,1
"25220","SEEBACH1","2011","99846",10.420253,50.915334,1
"25221","SEEBACH1","2014","99846",10.420253,50.915334,1
"25222","SEEBACH1","2015","99846",10.420253,50.915334,1
"25223","SEEBACH1","2016","99846",10.420253,50.915334,2
"25224","SEEBLICK","2009","14715",12.336942,52.666875,1
"25225","SEEBLICK","2015","14715",12.336942,52.666875,1
"25226","SEEDORF","2009","23823",10.408941,54.049901,2
"25227","SEEDORF","2012","23823",10.408941,54.049901,2
"25228","SEEDORF","2015","23823",10.408941,54.049901,2
"25229","SEEDORF","2016","23823",10.408941,54.049901,1
"25230","SEEDORF1","2009","23883",10.866858,53.619223,2
"25231","SEEDORF1","2012","23883",10.866858,53.619223,1
"25232","SEEDORF1","2013","23883",10.866858,53.619223,3
"25233","SEEDORF1","2014","23883",10.866858,53.619223,3
"25234","SEEDORF1","2015","23883",10.866858,53.619223,2
"25235","SEEDORF1","2016","23883",10.866858,53.619223,3
"25236","SEEDORF2","2009","27404",9.226775,53.348588,1
"25237","SEEDORF2","2013","27404",9.226775,53.348588,2
"25238","SEEDORF2","2014","27404",9.226775,53.348588,1
"25239","SEEDORF2","2015","27404",9.226775,53.348588,1
"25240","SEEFELD","2010","25557",9.492849,54.101581,8
"25241","SEEFELD","2011","25557",9.492849,54.101581,6
"25242","SEEFELD1","2010","82229",11.205505,48.032146,6
"25243","SEEFELD1","2011","82229",11.205505,48.032146,6
"25244","SEEG","2010","87637",10.605664,47.653945,3
"25245","SEEG","2013","87637",10.605664,47.653945,1
"25246","SEEG","2014","87637",10.605664,47.653945,3
"25247","SEEG","2015","87637",10.605664,47.653945,4
"25248","SEEG","2016","87637",10.605664,47.653945,4
"25249","SEEHAUSEN A.STAFFELSEE","2009","82418",11.185323,47.689514,3
"25250","SEEHAUSEN A.STAFFELSEE","2010","82418",11.185323,47.689514,1
"25251","SEEHAUSEN A.STAFFELSEE","2011","82418",11.185323,47.689514,1
"25252","SEEHAUSEN A.STAFFELSEE","2012","82418",11.185323,47.689514,2
"25253","SEEHAUSEN A.STAFFELSEE","2013","82418",11.185323,47.689514,1
"25254","SEEHOF","2011","19069",11.431035,53.693197,1
"25255","SEEHOF","2012","19069",11.431035,53.693197,1
"25256","SEEHOF","2013","19069",11.431035,53.693197,1
"25257","SEEHOF","2016","19069",11.431035,53.693197,1
"25258","SEELINGSTAEDT","2010","07580",12.240671,50.772418,1
"25259","SEELINGSTAEDT","2011","07580",12.240671,50.772418,2
"25260","SEELINGSTAEDT","2014","07580",12.240671,50.772418,1
"25261","SEELINGSTAEDT","2016","07580",12.240671,50.772418,1
"25262","SEELITZ","2009","09306",12.820314,51.031333,1
"25263","SEELITZ","2010","09306",12.820314,51.031333,1
"25264","SEELITZ","2011","09306",12.820314,51.031333,1
"25265","SEELITZ","2012","09306",12.820314,51.031333,2
"25266","SEELITZ","2013","09306",12.820314,51.031333,1
"25267","SEELITZ","2015","09306",12.820314,51.031333,1
"25268","SEELOW","2009","15306",14.381058,52.533809,12
"25269","SEELOW","2010","15306",14.381058,52.533809,5
"25270","SEELOW","2011","15306",14.381058,52.533809,3
"25271","SEELOW","2012","15306",14.381058,52.533809,2
"25272","SEELOW","2013","15306",14.381058,52.533809,7
"25273","SEELOW","2014","15306",14.381058,52.533809,3
"25274","SEELOW","2015","15306",14.381058,52.533809,2
"25275","SEELOW","2016","15306",14.381058,52.533809,3
"25276","SEEON SEEBRUCK","2009","83358",12.477435,47.936462,4
"25277","SEEON SEEBRUCK","2010","83358",12.477435,47.936462,3
"25278","SEEON SEEBRUCK","2011","83358",12.477435,47.936462,3
"25279","SEEON SEEBRUCK","2012","83358",12.477435,47.936462,10
"25280","SEEON SEEBRUCK","2013","83358",12.477435,47.936462,5
"25281","SEEON SEEBRUCK","2014","83358",12.477435,47.936462,10
"25282","SEEON SEEBRUCK","2015","83358",12.477435,47.936462,5
"25283","SEEON SEEBRUCK","2016","83358",12.477435,47.936462,5
"25284","SEESHAUPT","2009","82402",11.301075,47.825031,4
"25285","SEESHAUPT","2010","82402",11.301075,47.825031,2
"25286","SEESHAUPT","2011","82402",11.301075,47.825031,3
"25287","SEESHAUPT","2012","82402",11.301075,47.825031,4
"25288","SEESHAUPT","2013","82402",11.301075,47.825031,6
"25289","SEESHAUPT","2014","82402",11.301075,47.825031,4
"25290","SEESHAUPT","2015","82402",11.301075,47.825031,2
"25291","SEESHAUPT","2016","82402",11.301075,47.825031,6
"25292","SEEVETAL","2009","21218",10.034869,53.377707,36
"25293","SEEVETAL","2010","21218",10.034869,53.377707,48
"25294","SEEVETAL","2011","21218",10.034869,53.377707,38
"25295","SEEVETAL","2012","21218",10.034869,53.377707,23
"25296","SEEVETAL","2013","21218",10.034869,53.377707,36
"25297","SEEVETAL","2014","21218",10.034869,53.377707,42
"25298","SEEVETAL","2015","21218",10.034869,53.377707,33
"25299","SEEVETAL","2016","21218",10.034869,53.377707,28
"25300","SEEWALD","2009","72297",8.418402,48.595387,1
"25301","SEEWALD","2010","72297",8.418402,48.595387,1
"25302","SEEWALD","2011","72297",8.418402,48.595387,2
"25303","SEEWALD","2013","72297",8.418402,48.595387,1
"25304","SEEWALD","2016","72297",8.418402,48.595387,3
"25305","SEGGEBRUCH","2011","31691",9.095062,52.301545,2
"25306","SEGGEBRUCH","2012","31691",9.095062,52.301545,1
"25307","SEGGEBRUCH","2014","31691",9.095062,52.301545,2
"25308","SEGGEBRUCH","2015","31691",9.095062,52.301545,2
"25309","SEGGEBRUCH","2016","31691",9.095062,52.301545,4
"25310","SEHLDE","2011","38279",10.262343,52.038745,1
"25311","SEHLDE","2014","38279",10.262343,52.038745,2
"25312","SEHLDE","2015","38279",10.262343,52.038745,2
"25313","SEHLEM","2009","54518",6.835702,49.902554,1
"25314","SEHLEM","2012","54518",6.835702,49.902554,1
"25315","SEHLEM","2013","54518",6.835702,49.902554,1
"25316","SEHLEM","2016","54518",6.835702,49.902554,1
"25317","SEHLEN","2009","18528",13.38785,54.379793,3
"25318","SEHLEN","2015","18528",13.38785,54.379793,1
"25319","SEHMATAL","2009","09465",12.993628,50.516535,6
"25320","SEHMATAL","2010","09465",12.993628,50.516535,5
"25321","SEHMATAL","2011","09465",12.993628,50.516535,4
"25322","SEHMATAL","2012","09465",12.993628,50.516535,4
"25323","SEHMATAL","2013","09465",12.993628,50.516535,3
"25324","SEHMATAL","2014","09465",12.993628,50.516535,5
"25325","SEHMATAL","2015","09465",12.993628,50.516535,2
"25326","SEHMATAL","2016","09465",12.993628,50.516535,11
"25327","SEHNDE","2009","31319",9.967173,52.310452,30
"25328","SEHNDE","2010","31319",9.967173,52.310452,14
"25329","SEHNDE","2011","31319",9.967173,52.310452,10
"25330","SEHNDE","2012","31319",9.967173,52.310452,21
"25331","SEHNDE","2013","31319",9.967173,52.310452,11
"25332","SEHNDE","2014","31319",9.967173,52.310452,11
"25333","SEHNDE","2015","31319",9.967173,52.310452,32
"25334","SEHNDE","2016","31319",9.967173,52.310452,11
"25335","SEIBERSBACH","2009","55444",7.71527,49.960213,2
"25336","SEIBERSBACH","2010","55444",7.71527,49.960213,3
"25337","SEIBERSBACH","2012","55444",7.71527,49.960213,1
"25338","SEIBERSBACH","2014","55444",7.71527,49.960213,4
"25339","SEIBERSBACH","2015","55444",7.71527,49.960213,1
"25340","SEIBERSBACH","2016","55444",7.71527,49.960213,2
"25341","SEIFFEN/ERZGEB., KURORT","2010","09548",13.452524,50.648339,1
"25342","SEIFFEN/ERZGEB., KURORT","2011","09548",13.452524,50.648339,1
"25343","SEIFFEN/ERZGEB., KURORT","2012","09548",13.452524,50.648339,1
"25344","SEIFFEN/ERZGEB., KURORT","2013","09548",13.452524,50.648339,1
"25345","SEIFHENNERSDORF","2009","02782",14.618954,50.933623,5
"25346","SEIFHENNERSDORF","2010","02782",14.618954,50.933623,3
"25347","SEIFHENNERSDORF","2011","02782",14.618954,50.933623,5
"25348","SEIFHENNERSDORF","2012","02782",14.618954,50.933623,4
"25349","SEIFHENNERSDORF","2013","02782",14.618954,50.933623,6
"25350","SEIFHENNERSDORF","2014","02782",14.618954,50.933623,2
"25351","SEIFHENNERSDORF","2015","02782",14.618954,50.933623,4
"25352","SEIFHENNERSDORF","2016","02782",14.618954,50.933623,3
"25353","SEITINGEN OBERFLACHT","2010","78606",8.729855,48.021345,2
"25354","SEITINGEN OBERFLACHT","2011","78606",8.729855,48.021345,2
"25355","SEITINGEN OBERFLACHT","2012","78606",8.729855,48.021345,2
"25356","SEITINGEN OBERFLACHT","2013","78606",8.729855,48.021345,1
"25357","SELFKANT","2009","52538",5.902304,51.014228,13
"25358","SELFKANT","2010","52538",5.902304,51.014228,9
"25359","SELFKANT","2011","52538",5.902304,51.014228,4
"25360","SELFKANT","2012","52538",5.902304,51.014228,8
"25361","SELFKANT","2013","52538",5.902304,51.014228,12
"25362","SELFKANT","2014","52538",5.902304,51.014228,10
"25363","SELFKANT","2015","52538",5.902304,51.014228,12
"25364","SELFKANT","2016","52538",5.902304,51.014228,11
"25365","SELMSDORF","2009","23923",10.85983,53.881681,2
"25366","SELMSDORF","2010","23923",10.85983,53.881681,1
"25367","SELMSDORF","2013","23923",10.85983,53.881681,2
"25368","SELMSDORF","2014","23923",10.85983,53.881681,1
"25369","SELMSDORF","2015","23923",10.85983,53.881681,3
"25370","SELMSDORF","2016","23923",10.85983,53.881681,2
"25371","SELSINGEN","2009","27446",9.214158,53.372186,7
"25372","SELSINGEN","2010","27446",9.214158,53.372186,1
"25373","SELSINGEN","2011","27446",9.214158,53.372186,1
"25374","SELSINGEN","2012","27446",9.214158,53.372186,4
"25375","SELSINGEN","2013","27446",9.214158,53.372186,2
"25376","SELSINGEN","2014","27446",9.214158,53.372186,5
"25377","SELSINGEN","2015","27446",9.214158,53.372186,5
"25378","SELSINGEN","2016","27446",9.214158,53.372186,6
"25379","SELTERS (TAUNUS)","2009","65618",8.224892,50.33486,12
"25380","SELTERS (TAUNUS)","2010","65618",8.224892,50.33486,6
"25381","SELTERS (TAUNUS)","2011","65618",8.224892,50.33486,8
"25382","SELTERS (TAUNUS)","2012","65618",8.224892,50.33486,4
"25383","SELTERS (TAUNUS)","2013","65618",8.224892,50.33486,9
"25384","SELTERS (TAUNUS)","2014","65618",8.224892,50.33486,15
"25385","SELTERS (TAUNUS)","2015","65618",8.224892,50.33486,8
"25386","SELTERS (TAUNUS)","2016","65618",8.224892,50.33486,5
"25387","SELZEN","2009","55278",8.253907,49.862938,2
"25388","SELZEN","2011","55278",8.253907,49.862938,3
"25389","SELZEN","2012","55278",8.253907,49.862938,1
"25390","SELZEN","2013","55278",8.253907,49.862938,1
"25391","SEMBACH","2009","67681",7.857688,49.51302,1
"25392","SEMBACH","2011","67681",7.857688,49.51302,2
"25393","SEMBACH","2012","67681",7.857688,49.51302,2
"25394","SEMBACH","2013","67681",7.857688,49.51302,1
"25395","SEMBACH","2014","67681",7.857688,49.51302,2
"25396","SEMBACH","2015","67681",7.857688,49.51302,1
"25397","SEMBACH","2016","67681",7.857688,49.51302,2
"25398","SENDEN","2009","48308",7.485434,51.857701,23
"25399","SENDEN","2010","48308",7.485434,51.857701,33
"25400","SENDEN","2011","48308",7.485434,51.857701,24
"25401","SENDEN","2012","48308",7.485434,51.857701,12
"25402","SENDEN","2013","48308",7.485434,51.857701,11
"25403","SENDEN","2014","48308",7.485434,51.857701,25
"25404","SENDEN","2015","48308",7.485434,51.857701,17
"25405","SENDEN","2016","48308",7.485434,51.857701,12
"25406","SENDEN1","2009","89250",10.04419,48.323834,11
"25407","SENDEN1","2010","89250",10.04419,48.323834,20
"25408","SENDEN1","2011","89250",10.04419,48.323834,20
"25409","SENDEN1","2012","89250",10.04419,48.323834,21
"25410","SENDEN1","2013","89250",10.04419,48.323834,14
"25411","SENDEN1","2014","89250",10.04419,48.323834,13
"25412","SENDEN1","2015","89250",10.04419,48.323834,13
"25413","SENDEN1","2016","89250",10.04419,48.323834,23
"25414","SENFTENBERG","2009","01968",14.004312,51.518751,20
"25415","SENFTENBERG","2010","01968",14.004312,51.518751,25
"25416","SENFTENBERG","2011","01968",14.004312,51.518751,20
"25417","SENFTENBERG","2012","01968",14.004312,51.518751,24
